,community,previous_month_graffiti,previous_month_potholes,previous_month,year_previous,month_previous,realized_crime,true_month
335,WEST RIDGE,236.0,366.0,2014-05-01,2014,5,348,2014-06-01
336,CALUMET HEIGHTS,18.0,144.0,2014-05-01,2014,5,156,2014-06-01
337,NORTH LAWNDALE,54.0,171.0,2014-05-01,2014,5,773,2014-06-01
338,HUMBOLDT PARK,235.0,342.0,2014-05-01,2014,5,826,2014-06-01
339,AVONDALE,391.0,166.0,2014-05-01,2014,5,206,2014-06-01
340,IRVING PARK,499.0,264.0,2014-05-01,2014,5,232,2014-06-01
341,PORTAGE PARK,501.0,339.0,2014-05-01,2014,5,313,2014-06-01
342,WEST TOWN,791.0,559.0,2014-05-01,2014,5,737,2014-06-01
343,BELMONT CRAGIN,627.0,301.0,2014-05-01,2014,5,435,2014-06-01
344,WEST LAWN,166.0,269.0,2014-05-01,2014,5,174,2014-06-01
345,NEAR WEST SIDE,217.0,398.0,2014-05-01,2014,5,663,2014-06-01
346,ALBANY PARK,603.0,305.0,2014-05-01,2014,5,210,2014-06-01
347,ASHBURN,86.0,247.0,2014-05-01,2014,5,206,2014-06-01
348,GARFIELD RIDGE,150.0,257.0,2014-05-01,2014,5,176,2014-06-01
349,EAST GARFIELD PARK,25.0,130.0,2014-05-01,2014,5,513,2014-06-01
350,HERMOSA,190.0,129.0,2014-05-01,2014,5,170,2014-06-01
351,UPTOWN,314.0,173.0,2014-05-01,2014,5,370,2014-06-01
352,LINCOLN PARK,233.0,254.0,2014-05-01,2014,5,441,2014-06-01
353,BRIDGEPORT,191.0,112.0,2014-05-01,2014,5,158,2014-06-01
354,BRIGHTON PARK,803.0,219.0,2014-05-01,2014,5,265,2014-06-01
355,WASHINGTON PARK,8.0,28.0,2014-06-01,2014,6,290,2014-07-01
356,MORGAN PARK,3.0,108.0,2014-06-01,2014,6,222,2014-07-01
357,PULLMAN,3.0,46.0,2014-06-01,2014,6,103,2014-07-01
358,FULLER PARK,3.0,17.0,2014-06-01,2014,6,85,2014-07-01
359,HEGEWISCH,5.0,21.0,2014-06-01,2014,6,65,2014-07-01
360,HYDE PARK,8.0,81.0,2014-06-01,2014,6,151,2014-07-01
361,BURNSIDE,2.0,26.0,2014-06-01,2014,6,42,2014-07-01
362,CHATHAM,5.0,101.0,2014-06-01,2014,6,635,2014-07-01
363,WOODLAWN,7.0,123.0,2014-06-01,2014,6,380,2014-07-01
364,NORWOOD PARK,12.0,278.0,2014-06-01,2014,6,119,2014-07-01
365,CALUMET HEIGHTS,8.0,119.0,2014-06-01,2014,6,161,2014-07-01
366,FOREST GLEN,40.0,166.0,2014-06-01,2014,6,40,2014-07-01
367,WEST GARFIELD PARK,9.0,102.0,2014-06-01,2014,6,540,2014-07-01
368,ARMOUR SQUARE,35.0,38.0,2014-06-01,2014,6,104,2014-07-01
369,GREATER GRAND CROSSING,15.0,144.0,2014-06-01,2014,6,676,2014-07-01
370,AUBURN GRESHAM,28.0,177.0,2014-06-01,2014,6,819,2014-07-01
371,AUSTIN,76.0,506.0,2014-06-01,2014,6,1823,2014-07-01
372,EAST GARFIELD PARK,9.0,92.0,2014-06-01,2014,6,491,2014-07-01
373,CLEARING,21.0,172.0,2014-06-01,2014,6,85,2014-07-01
374,NORTH LAWNDALE,102.0,148.0,2014-06-01,2014,6,861,2014-07-01
375,KENWOOD,11.0,13.0,2014-06-01,2014,6,138,2014-07-01
376,GRAND BOULEVARD,17.0,61.0,2014-06-01,2014,6,359,2014-07-01
377,SOUTH LAWNDALE,589.0,124.0,2014-06-01,2014,6,504,2014-07-01
378,ROGERS PARK,94.0,158.0,2014-06-01,2014,6,398,2014-07-01
379,NEAR SOUTH SIDE,21.0,42.0,2014-06-01,2014,6,166,2014-07-01
380,ARCHER HEIGHTS,328.0,67.0,2014-06-01,2014,6,87,2014-07-01
381,ROSELAND,30.0,165.0,2014-06-01,2014,6,711,2014-07-01
382,OAKLAND,1.0,10.0,2014-06-01,2014,6,61,2014-07-01
383,WEST PULLMAN,18.0,72.0,2014-06-01,2014,6,449,2014-07-01
384,BEVERLY,7.0,150.0,2014-06-01,2014,6,103,2014-07-01
385,OHARE,3.0,32.0,2014-06-01,2014,6,188,2014-07-01
386,PORTAGE PARK,371.0,266.0,2014-06-01,2014,6,288,2014-07-01
387,ALBANY PARK,264.0,242.0,2014-06-01,2014,6,195,2014-07-01
388,ASHBURN,78.0,246.0,2014-06-01,2014,6,221,2014-07-01
389,WEST RIDGE,105.0,250.0,2014-06-01,2014,6,307,2014-07-01
390,LINCOLN PARK,152.0,204.0,2014-06-01,2014,6,474,2014-07-01
391,WASHINGTON HEIGHTS,12.0,136.0,2014-06-01,2014,6,311,2014-07-01
392,MONTCLARE,33.0,93.0,2014-06-01,2014,6,48,2014-07-01
393,NEAR WEST SIDE,249.0,362.0,2014-06-01,2014,6,743,2014-07-01
394,DUNNING,94.0,272.0,2014-06-01,2014,6,136,2014-07-01
395,AVONDALE,489.0,179.0,2014-06-01,2014,6,229,2014-07-01
396,IRVING PARK,366.0,298.0,2014-06-01,2014,6,285,2014-07-01
397,JEFFERSON PARK,72.0,188.0,2014-06-01,2014,6,115,2014-07-01
398,EDISON PARK,10.0,54.0,2014-06-01,2014,6,19,2014-07-01
399,AVALON PARK,1.0,69.0,2014-06-01,2014,6,146,2014-07-01
400,SOUTH SHORE,17.0,97.0,2014-06-01,2014,6,878,2014-07-01
401,GARFIELD RIDGE,127.0,400.0,2014-06-01,2014,6,150,2014-07-01
402,EAST SIDE,65.0,96.0,2014-06-01,2014,6,130,2014-07-01
403,ENGLEWOOD,9.0,87.0,2014-06-01,2014,6,682,2014-07-01
404,NEW CITY,242.0,160.0,2014-06-01,2014,6,550,2014-07-01
405,WEST ELSDON,171.0,100.0,2014-06-01,2014,6,70,2014-07-01
406,HERMOSA,203.0,60.0,2014-06-01,2014,6,159,2014-07-01
407,LOWER WEST SIDE,623.0,161.0,2014-06-01,2014,6,245,2014-07-01
408,WEST ENGLEWOOD,15.0,138.0,2014-06-01,2014,6,779,2014-07-01
409,WEST TOWN,858.0,530.0,2014-06-01,2014,6,745,2014-07-01
410,UPTOWN,188.0,116.0,2014-06-01,2014,6,374,2014-07-01
411,NEAR NORTH SIDE,124.0,225.0,2014-06-01,2014,6,897,2014-07-01
412,GAGE PARK,528.0,81.0,2014-06-01,2014,6,248,2014-07-01
413,WEST LAWN,105.0,251.0,2014-06-01,2014,6,174,2014-07-01
414,BRIDGEPORT,146.0,82.0,2014-06-01,2014,6,161,2014-07-01
415,NORTH PARK,76.0,75.0,2014-06-01,2014,6,89,2014-07-01
416,SOUTH CHICAGO,50.0,97.0,2014-06-01,2014,6,538,2014-07-01
417,BELMONT CRAGIN,611.0,277.0,2014-06-01,2014,6,445,2014-07-01
418,LOOP,196.0,169.0,2014-06-01,2014,6,666,2014-07-01
419,EDGEWATER,118.0,158.0,2014-06-01,2014,6,226,2014-07-01
420,SOUTH DEERING,52.0,93.0,2014-06-01,2014,6,243,2014-07-01
421,HUMBOLDT PARK,145.0,178.0,2014-06-01,2014,6,895,2014-07-01
422,LINCOLN SQUARE,290.0,142.0,2014-06-01,2014,6,161,2014-07-01
423,MCKINLEY PARK,411.0,78.0,2014-06-01,2014,6,89,2014-07-01
424,NORTH CENTER,211.0,120.0,2014-06-01,2014,6,136,2014-07-01
425,CHICAGO LAWN,300.0,178.0,2014-06-01,2014,6,641,2014-07-01
426,BRIGHTON PARK,789.0,154.0,2014-06-01,2014,6,317,2014-07-01
427,LOGAN SQUARE,812.0,247.0,2014-06-01,2014,6,482,2014-07-01
428,LAKE VIEW,314.0,287.0,2014-06-01,2014,6,608,2014-07-01
429,WEST PULLMAN,1.0,73.0,2014-07-01,2014,7,369,2014-08-01
430,EDISON PARK,3.0,43.0,2014-07-01,2014,7,29,2014-08-01
431,FULLER PARK,1.0,4.0,2014-07-01,2014,7,86,2014-08-01
432,WASHINGTON PARK,6.0,29.0,2014-07-01,2014,7,294,2014-08-01
433,WEST GARFIELD PARK,1.0,44.0,2014-07-01,2014,7,589,2014-08-01
434,KENWOOD,5.0,9.0,2014-07-01,2014,7,120,2014-08-01
435,DUNNING,31.0,238.0,2014-07-01,2014,7,157,2014-08-01
436,CLEARING,10.0,81.0,2014-07-01,2014,7,107,2014-08-01
437,CALUMET HEIGHTS,17.0,46.0,2014-07-01,2014,7,162,2014-08-01
438,ROSELAND,32.0,135.0,2014-07-01,2014,7,658,2014-08-01
439,BEVERLY,26.0,157.0,2014-07-01,2014,7,87,2014-08-01
440,HEGEWISCH,20.0,35.0,2014-07-01,2014,7,49,2014-08-01
441,AVALON PARK,11.0,74.0,2014-07-01,2014,7,123,2014-08-01
442,SOUTH CHICAGO,32.0,96.0,2014-07-01,2014,7,539,2014-08-01
443,WOODLAWN,10.0,38.0,2014-07-01,2014,7,426,2014-08-01
444,SOUTH DEERING,49.0,44.0,2014-07-01,2014,7,228,2014-08-01
445,FOREST GLEN,12.0,65.0,2014-07-01,2014,7,44,2014-08-01
446,CHATHAM,15.0,85.0,2014-07-01,2014,7,602,2014-08-01
447,GREATER GRAND CROSSING,7.0,104.0,2014-07-01,2014,7,638,2014-08-01
448,EAST GARFIELD PARK,15.0,69.0,2014-07-01,2014,7,510,2014-08-01
449,ENGLEWOOD,12.0,77.0,2014-07-01,2014,7,637,2014-08-01
450,EAST SIDE,80.0,60.0,2014-07-01,2014,7,108,2014-08-01
451,OHARE,6.0,12.0,2014-07-01,2014,7,193,2014-08-01
452,ARCHER HEIGHTS,257.0,74.0,2014-07-01,2014,7,84,2014-08-01
453,HUMBOLDT PARK,164.0,185.0,2014-07-01,2014,7,870,2014-08-01
454,SOUTH SHORE,48.0,117.0,2014-07-01,2014,7,881,2014-08-01
455,AUSTIN,64.0,343.0,2014-07-01,2014,7,1863,2014-08-01
456,BRIDGEPORT,116.0,41.0,2014-07-01,2014,7,139,2014-08-01
457,MORGAN PARK,4.0,103.0,2014-07-01,2014,7,207,2014-08-01
458,AUBURN GRESHAM,8.0,146.0,2014-07-01,2014,7,698,2014-08-01
459,GRAND BOULEVARD,15.0,59.0,2014-07-01,2014,7,311,2014-08-01
460,HYDE PARK,12.0,68.0,2014-07-01,2014,7,154,2014-08-01
461,GARFIELD RIDGE,142.0,168.0,2014-07-01,2014,7,181,2014-08-01
462,ARMOUR SQUARE,31.0,54.0,2014-07-01,2014,7,123,2014-08-01
463,WEST ELSDON,143.0,79.0,2014-07-01,2014,7,95,2014-08-01
464,EDGEWATER,98.0,119.0,2014-07-01,2014,7,256,2014-08-01
465,WEST LAWN,99.0,62.0,2014-07-01,2014,7,158,2014-08-01
466,ALBANY PARK,261.0,154.0,2014-07-01,2014,7,232,2014-08-01
467,NEW CITY,226.0,139.0,2014-07-01,2014,7,488,2014-08-01
468,NORTH LAWNDALE,66.0,162.0,2014-07-01,2014,7,832,2014-08-01
469,ASHBURN,158.0,264.0,2014-07-01,2014,7,199,2014-08-01
470,CHICAGO LAWN,217.0,154.0,2014-07-01,2014,7,663,2014-08-01
471,PORTAGE PARK,161.0,184.0,2014-07-01,2014,7,291,2014-08-01
472,LOWER WEST SIDE,460.0,95.0,2014-07-01,2014,7,218,2014-08-01
473,WEST ENGLEWOOD,10.0,130.0,2014-07-01,2014,7,755,2014-08-01
474,NORWOOD PARK,14.0,239.0,2014-07-01,2014,7,100,2014-08-01
475,JEFFERSON PARK,34.0,80.0,2014-07-01,2014,7,109,2014-08-01
476,WASHINGTON HEIGHTS,3.0,114.0,2014-07-01,2014,7,290,2014-08-01
477,LINCOLN PARK,181.0,189.0,2014-07-01,2014,7,377,2014-08-01
478,BELMONT CRAGIN,321.0,235.0,2014-07-01,2014,7,456,2014-08-01
479,NORTH CENTER,174.0,82.0,2014-07-01,2014,7,158,2014-08-01
480,AVONDALE,298.0,134.0,2014-07-01,2014,7,222,2014-08-01
481,HERMOSA,114.0,44.0,2014-07-01,2014,7,144,2014-08-01
482,LINCOLN SQUARE,196.0,125.0,2014-07-01,2014,7,198,2014-08-01
483,MONTCLARE,35.0,73.0,2014-07-01,2014,7,44,2014-08-01
484,NORTH PARK,82.0,65.0,2014-07-01,2014,7,78,2014-08-01
485,WEST TOWN,733.0,419.0,2014-07-01,2014,7,627,2014-08-01
486,LAKE VIEW,281.0,228.0,2014-07-01,2014,7,589,2014-08-01
487,WEST RIDGE,118.0,136.0,2014-07-01,2014,7,339,2014-08-01
488,LOGAN SQUARE,729.0,498.0,2014-07-01,2014,7,485,2014-08-01
489,NEAR NORTH SIDE,137.0,206.0,2014-07-01,2014,7,873,2014-08-01
490,LOOP,265.0,139.0,2014-07-01,2014,7,743,2014-08-01
491,DOUGLAS,95.0,68.0,2014-07-01,2014,7,213,2014-08-01
492,NEAR SOUTH SIDE,116.0,114.0,2014-07-01,2014,7,169,2014-08-01
493,ROGERS PARK,100.0,137.0,2014-07-01,2014,7,385,2014-08-01
494,MCKINLEY PARK,281.0,25.0,2014-07-01,2014,7,120,2014-08-01
495,GAGE PARK,403.0,68.0,2014-07-01,2014,7,203,2014-08-01
496,UPTOWN,118.0,96.0,2014-07-01,2014,7,407,2014-08-01
497,IRVING PARK,299.0,188.0,2014-07-01,2014,7,237,2014-08-01
498,NEAR WEST SIDE,257.0,278.0,2014-07-01,2014,7,776,2014-08-01
499,SOUTH LAWNDALE,646.0,110.0,2014-07-01,2014,7,452,2014-08-01
500,BRIGHTON PARK,543.0,105.0,2014-07-01,2014,7,265,2014-08-01
501,KENWOOD,1.0,21.0,2014-08-01,2014,8,151,2014-09-01
502,MORGAN PARK,1.0,41.0,2014-08-01,2014,8,193,2014-09-01
503,NORWOOD PARK,2.0,117.0,2014-08-01,2014,8,100,2014-09-01
504,WASHINGTON HEIGHTS,18.0,89.0,2014-08-01,2014,8,265,2014-09-01
505,GRAND BOULEVARD,3.0,54.0,2014-08-01,2014,8,308,2014-09-01
506,OHARE,3.0,13.0,2014-08-01,2014,8,172,2014-09-01
507,FULLER PARK,1.0,12.0,2014-08-01,2014,8,73,2014-09-01
508,GREATER GRAND CROSSING,6.0,63.0,2014-08-01,2014,8,540,2014-09-01
509,FOREST GLEN,23.0,101.0,2014-08-01,2014,8,41,2014-09-01
510,NORTH PARK,42.0,63.0,2014-08-01,2014,8,72,2014-09-01
511,JEFFERSON PARK,31.0,51.0,2014-08-01,2014,8,105,2014-09-01
512,EDISON PARK,8.0,60.0,2014-08-01,2014,8,26,2014-09-01
513,AVALON PARK,11.0,33.0,2014-08-01,2014,8,143,2014-09-01
514,ASHBURN,84.0,140.0,2014-08-01,2014,8,283,2014-09-01
515,LINCOLN SQUARE,246.0,61.0,2014-08-01,2014,8,173,2014-09-01
516,UPTOWN,115.0,78.0,2014-08-01,2014,8,354,2014-09-01
517,HYDE PARK,13.0,47.0,2014-08-01,2014,8,132,2014-09-01
518,AUSTIN,70.0,194.0,2014-08-01,2014,8,1652,2014-09-01
519,CLEARING,37.0,26.0,2014-08-01,2014,8,74,2014-09-01
520,WEST GARFIELD PARK,12.0,32.0,2014-08-01,2014,8,521,2014-09-01
521,ROSELAND,28.0,74.0,2014-08-01,2014,8,611,2014-09-01
522,MONTCLARE,19.0,69.0,2014-08-01,2014,8,49,2014-09-01
523,HERMOSA,120.0,23.0,2014-08-01,2014,8,139,2014-09-01
524,BEVERLY,14.0,54.0,2014-08-01,2014,8,72,2014-09-01
525,BELMONT CRAGIN,382.0,173.0,2014-08-01,2014,8,481,2014-09-01
526,SOUTH DEERING,47.0,32.0,2014-08-01,2014,8,192,2014-09-01
527,CALUMET HEIGHTS,14.0,35.0,2014-08-01,2014,8,162,2014-09-01
528,EAST SIDE,92.0,21.0,2014-08-01,2014,8,133,2014-09-01
529,WEST LAWN,94.0,41.0,2014-08-01,2014,8,169,2014-09-01
530,GARFIELD RIDGE,89.0,78.0,2014-08-01,2014,8,180,2014-09-01
531,HUMBOLDT PARK,147.0,160.0,2014-08-01,2014,8,813,2014-09-01
532,LOGAN SQUARE,759.0,207.0,2014-08-01,2014,8,418,2014-09-01
533,WEST RIDGE,113.0,138.0,2014-08-01,2014,8,299,2014-09-01
534,DUNNING,70.0,107.0,2014-08-01,2014,8,165,2014-09-01
535,WEST TOWN,917.0,328.0,2014-08-01,2014,8,651,2014-09-01
536,ARCHER HEIGHTS,208.0,43.0,2014-08-01,2014,8,89,2014-09-01
537,AUBURN GRESHAM,6.0,127.0,2014-08-01,2014,8,733,2014-09-01
538,WOODLAWN,12.0,31.0,2014-08-01,2014,8,384,2014-09-01
539,SOUTH SHORE,22.0,49.0,2014-08-01,2014,8,807,2014-09-01
540,WEST PULLMAN,28.0,57.0,2014-08-01,2014,8,346,2014-09-01
541,IRVING PARK,250.0,127.0,2014-08-01,2014,8,251,2014-09-01
542,WASHINGTON PARK,7.0,24.0,2014-08-01,2014,8,243,2014-09-01
543,WEST ELSDON,135.0,46.0,2014-08-01,2014,8,94,2014-09-01
544,AVONDALE,319.0,69.0,2014-08-01,2014,8,217,2014-09-01
545,BRIGHTON PARK,483.0,80.0,2014-08-01,2014,8,252,2014-09-01
546,MCKINLEY PARK,318.0,19.0,2014-08-01,2014,8,81,2014-09-01
547,ENGLEWOOD,28.0,45.0,2014-08-01,2014,8,606,2014-09-01
548,NORTH CENTER,204.0,56.0,2014-08-01,2014,8,127,2014-09-01
549,NEAR NORTH SIDE,209.0,168.0,2014-08-01,2014,8,686,2014-09-01
550,ALBANY PARK,181.0,129.0,2014-08-01,2014,8,196,2014-09-01
551,ROGERS PARK,131.0,66.0,2014-08-01,2014,8,333,2014-09-01
552,NORTH LAWNDALE,30.0,124.0,2014-08-01,2014,8,732,2014-09-01
553,CHATHAM,8.0,83.0,2014-08-01,2014,8,527,2014-09-01
554,HEGEWISCH,15.0,29.0,2014-08-01,2014,8,39,2014-09-01
555,PORTAGE PARK,176.0,92.0,2014-08-01,2014,8,313,2014-09-01
556,ARMOUR SQUARE,45.0,30.0,2014-08-01,2014,8,95,2014-09-01
557,EAST GARFIELD PARK,31.0,108.0,2014-08-01,2014,8,448,2014-09-01
558,GAGE PARK,376.0,79.0,2014-08-01,2014,8,240,2014-09-01
559,LOWER WEST SIDE,364.0,65.0,2014-08-01,2014,8,218,2014-09-01
560,NEAR WEST SIDE,232.0,180.0,2014-08-01,2014,8,742,2014-09-01
561,NEAR SOUTH SIDE,93.0,44.0,2014-08-01,2014,8,172,2014-09-01
562,SOUTH CHICAGO,50.0,49.0,2014-08-01,2014,8,443,2014-09-01
563,SOUTH LAWNDALE,441.0,120.0,2014-08-01,2014,8,411,2014-09-01
564,WEST ENGLEWOOD,16.0,88.0,2014-08-01,2014,8,681,2014-09-01
565,NEW CITY,173.0,76.0,2014-08-01,2014,8,463,2014-09-01
566,CHICAGO LAWN,145.0,115.0,2014-08-01,2014,8,526,2014-09-01
567,EDGEWATER,64.0,63.0,2014-08-01,2014,8,184,2014-09-01
568,LINCOLN PARK,203.0,176.0,2014-08-01,2014,8,332,2014-09-01
569,BRIDGEPORT,224.0,38.0,2014-08-01,2014,8,157,2014-09-01
570,DOUGLAS,46.0,27.0,2014-08-01,2014,8,261,2014-09-01
571,LOOP,308.0,90.0,2014-08-01,2014,8,643,2014-09-01
572,LAKE VIEW,215.0,165.0,2014-08-01,2014,8,548,2014-09-01
573,BEVERLY,1.0,50.0,2014-09-01,2014,9,84,2014-10-01
574,BURNSIDE,2.0,1.0,2014-09-01,2014,9,27,2014-10-01
575,AUBURN GRESHAM,18.0,80.0,2014-09-01,2014,9,700,2014-10-01
576,CLEARING,27.0,33.0,2014-09-01,2014,9,94,2014-10-01
577,KENWOOD,8.0,7.0,2014-09-01,2014,9,150,2014-10-01
578,WEST ENGLEWOOD,16.0,58.0,2014-09-01,2014,9,694,2014-10-01
579,CALUMET HEIGHTS,16.0,13.0,2014-09-01,2014,9,116,2014-10-01
580,AVALON PARK,5.0,52.0,2014-09-01,2014,9,127,2014-10-01
581,WEST PULLMAN,17.0,62.0,2014-09-01,2014,9,369,2014-10-01
582,RIVERDALE,2.0,31.0,2014-09-01,2014,9,110,2014-10-01
583,HYDE PARK,18.0,51.0,2014-09-01,2014,9,120,2014-10-01
584,GRAND BOULEVARD,5.0,21.0,2014-09-01,2014,9,287,2014-10-01
585,WASHINGTON PARK,11.0,17.0,2014-09-01,2014,9,238,2014-10-01
586,CHATHAM,7.0,51.0,2014-09-01,2014,9,535,2014-10-01
587,PULLMAN,3.0,8.0,2014-09-01,2014,9,109,2014-10-01
588,WOODLAWN,9.0,23.0,2014-09-01,2014,9,376,2014-10-01
589,EAST SIDE,85.0,24.0,2014-09-01,2014,9,155,2014-10-01
590,SOUTH DEERING,43.0,35.0,2014-09-01,2014,9,191,2014-10-01
591,ROSELAND,9.0,78.0,2014-09-01,2014,9,641,2014-10-01
592,NEAR SOUTH SIDE,33.0,7.0,2014-09-01,2014,9,135,2014-10-01
593,MONTCLARE,31.0,44.0,2014-09-01,2014,9,46,2014-10-01
594,BRIDGEPORT,144.0,23.0,2014-09-01,2014,9,152,2014-10-01
595,AUSTIN,55.0,171.0,2014-09-01,2014,9,1644,2014-10-01
596,FOREST GLEN,29.0,83.0,2014-09-01,2014,9,40,2014-10-01
597,SOUTH SHORE,50.0,54.0,2014-09-01,2014,9,794,2014-10-01
598,ARMOUR SQUARE,56.0,17.0,2014-09-01,2014,9,107,2014-10-01
599,WEST GARFIELD PARK,13.0,23.0,2014-09-01,2014,9,566,2014-10-01
600,MORGAN PARK,12.0,42.0,2014-09-01,2014,9,194,2014-10-01
601,ENGLEWOOD,16.0,39.0,2014-09-01,2014,9,653,2014-10-01
602,OHARE,3.0,10.0,2014-09-01,2014,9,158,2014-10-01
603,WASHINGTON HEIGHTS,14.0,69.0,2014-09-01,2014,9,288,2014-10-01
604,NORTH LAWNDALE,46.0,42.0,2014-09-01,2014,9,867,2014-10-01
605,HERMOSA,126.0,64.0,2014-09-01,2014,9,131,2014-10-01
606,SOUTH LAWNDALE,566.0,75.0,2014-09-01,2014,9,401,2014-10-01
607,NORTH CENTER,300.0,65.0,2014-09-01,2014,9,166,2014-10-01
608,HUMBOLDT PARK,155.0,63.0,2014-09-01,2014,9,813,2014-10-01
609,WEST LAWN,141.0,69.0,2014-09-01,2014,9,177,2014-10-01
610,JEFFERSON PARK,37.0,57.0,2014-09-01,2014,9,103,2014-10-01
611,FULLER PARK,11.0,4.0,2014-09-01,2014,9,83,2014-10-01
612,ALBANY PARK,254.0,68.0,2014-09-01,2014,9,205,2014-10-01
613,NORWOOD PARK,14.0,172.0,2014-09-01,2014,9,123,2014-10-01
614,SOUTH CHICAGO,38.0,73.0,2014-09-01,2014,9,450,2014-10-01
615,LOWER WEST SIDE,430.0,49.0,2014-09-01,2014,9,252,2014-10-01
616,HEGEWISCH,6.0,34.0,2014-09-01,2014,9,46,2014-10-01
617,GREATER GRAND CROSSING,18.0,59.0,2014-09-01,2014,9,574,2014-10-01
618,NORTH PARK,26.0,34.0,2014-09-01,2014,9,89,2014-10-01
619,EDISON PARK,3.0,15.0,2014-09-01,2014,9,26,2014-10-01
620,WEST TOWN,615.0,233.0,2014-09-01,2014,9,605,2014-10-01
621,PORTAGE PARK,202.0,79.0,2014-09-01,2014,9,297,2014-10-01
622,ASHBURN,42.0,86.0,2014-09-01,2014,9,230,2014-10-01
623,DOUGLAS,15.0,19.0,2014-09-01,2014,9,246,2014-10-01
624,DUNNING,67.0,93.0,2014-09-01,2014,9,116,2014-10-01
625,EDGEWATER,151.0,59.0,2014-09-01,2014,9,170,2014-10-01
626,UPTOWN,196.0,55.0,2014-09-01,2014,9,337,2014-10-01
627,IRVING PARK,488.0,64.0,2014-09-01,2014,9,269,2014-10-01
628,LOGAN SQUARE,914.0,236.0,2014-09-01,2014,9,429,2014-10-01
629,LAKE VIEW,320.0,106.0,2014-09-01,2014,9,479,2014-10-01
630,LOOP,210.0,50.0,2014-09-01,2014,9,614,2014-10-01
631,WEST ELSDON,153.0,98.0,2014-09-01,2014,9,91,2014-10-01
632,EAST GARFIELD PARK,27.0,37.0,2014-09-01,2014,9,508,2014-10-01
633,NEAR WEST SIDE,219.0,77.0,2014-09-01,2014,9,824,2014-10-01
634,LINCOLN PARK,161.0,112.0,2014-09-01,2014,9,316,2014-10-01
635,MCKINLEY PARK,273.0,27.0,2014-09-01,2014,9,86,2014-10-01
636,ROGERS PARK,225.0,82.0,2014-09-01,2014,9,327,2014-10-01
637,LINCOLN SQUARE,296.0,69.0,2014-09-01,2014,9,158,2014-10-01
638,WEST RIDGE,215.0,136.0,2014-09-01,2014,9,270,2014-10-01
639,AVONDALE,502.0,76.0,2014-09-01,2014,9,220,2014-10-01
640,GARFIELD RIDGE,96.0,127.0,2014-09-01,2014,9,172,2014-10-01
641,BELMONT CRAGIN,484.0,103.0,2014-09-01,2014,9,433,2014-10-01
642,ARCHER HEIGHTS,191.0,55.0,2014-09-01,2014,9,93,2014-10-01
643,BRIGHTON PARK,402.0,84.0,2014-09-01,2014,9,226,2014-10-01
644,GAGE PARK,365.0,54.0,2014-09-01,2014,9,209,2014-10-01
645,NEW CITY,226.0,88.0,2014-09-01,2014,9,465,2014-10-01
646,NEAR NORTH SIDE,194.0,73.0,2014-09-01,2014,9,736,2014-10-01
647,CHICAGO LAWN,145.0,163.0,2014-09-01,2014,9,566,2014-10-01
648,RIVERDALE,1.0,16.0,2014-10-01,2014,10,107,2014-11-01
649,NORWOOD PARK,7.0,76.0,2014-10-01,2014,10,97,2014-11-01
650,PULLMAN,14.0,7.0,2014-10-01,2014,10,97,2014-11-01
651,WEST PULLMAN,6.0,62.0,2014-10-01,2014,10,331,2014-11-01
652,MORGAN PARK,5.0,35.0,2014-10-01,2014,10,156,2014-11-01
653,HYDE PARK,17.0,18.0,2014-10-01,2014,10,97,2014-11-01
654,DUNNING,66.0,49.0,2014-10-01,2014,10,139,2014-11-01
655,FOREST GLEN,14.0,40.0,2014-10-01,2014,10,33,2014-11-01
656,CALUMET HEIGHTS,10.0,41.0,2014-10-01,2014,10,107,2014-11-01
657,KENWOOD,11.0,17.0,2014-10-01,2014,10,112,2014-11-01
658,ARMOUR SQUARE,62.0,23.0,2014-10-01,2014,10,73,2014-11-01
659,WASHINGTON HEIGHTS,10.0,69.0,2014-10-01,2014,10,218,2014-11-01
660,AUBURN GRESHAM,19.0,78.0,2014-10-01,2014,10,553,2014-11-01
661,GREATER GRAND CROSSING,6.0,51.0,2014-10-01,2014,10,523,2014-11-01
662,GRAND BOULEVARD,7.0,26.0,2014-10-01,2014,10,256,2014-11-01
663,HEGEWISCH,13.0,9.0,2014-10-01,2014,10,56,2014-11-01
664,SOUTH SHORE,50.0,44.0,2014-10-01,2014,10,734,2014-11-01
665,OHARE,7.0,15.0,2014-10-01,2014,10,131,2014-11-01
666,WEST GARFIELD PARK,6.0,18.0,2014-10-01,2014,10,479,2014-11-01
667,SOUTH DEERING,49.0,17.0,2014-10-01,2014,10,160,2014-11-01
668,ASHBURN,48.0,60.0,2014-10-01,2014,10,243,2014-11-01
669,ROSELAND,13.0,64.0,2014-10-01,2014,10,512,2014-11-01
670,CHICAGO LAWN,302.0,58.0,2014-10-01,2014,10,540,2014-11-01
671,FULLER PARK,6.0,3.0,2014-10-01,2014,10,63,2014-11-01
672,CLEARING,59.0,37.0,2014-10-01,2014,10,79,2014-11-01
673,GARFIELD RIDGE,93.0,73.0,2014-10-01,2014,10,145,2014-11-01
674,WOODLAWN,9.0,19.0,2014-10-01,2014,10,373,2014-11-01
675,BEVERLY,4.0,20.0,2014-10-01,2014,10,69,2014-11-01
676,BURNSIDE,4.0,10.0,2014-10-01,2014,10,23,2014-11-01
677,NEAR SOUTH SIDE,39.0,20.0,2014-10-01,2014,10,135,2014-11-01
